Year,State,Commodity,Criteria,Value
2014,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,760000
2014,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,760000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,925000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,930000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,930000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,920000
2013,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,920000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,740000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,770000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,770000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,770000
2012,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,750000
2011,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,590000
2010,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,330000
2009,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,575000
2008,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,740000
2007,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,500000
2006,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,420000
2005,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,435000
2004,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,460000
2003,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,410000
2002,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,430000
2001,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,450000
2000,NORTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,500000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,190000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,235000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,235000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,235000
2015,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,220000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,555000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,560000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,560000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,560000
2014,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,720000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,200000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,320000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,320000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,340000
2013,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,340000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,730000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,700000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,700000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,700000
2012,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,720000
2011,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,375000
2010,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,310000
2009,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,545000
2008,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,540000
2007,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,445000
2006,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,180000
2005,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,285000
2004,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,225000
2003,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,120000
2002,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,65000
2001,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,80000
2000,NORTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,113000
2015,OHIO,WINTER WHEAT,ACRES HARVESTED,480000
2015,OHIO,WINTER WHEAT,ACRES HARVESTED,500000
2015,OHIO,WINTER WHEAT,ACRES HARVESTED,500000
2015,OHIO,WINTER WHEAT,ACRES HARVESTED,500000
2015,OHIO,WINTER WHEAT,ACRES HARVESTED,530000
2014,OHIO,WINTER WHEAT,ACRES HARVESTED,545000
2014,OHIO,WINTER WHEAT,ACRES HARVESTED,570000
2014,OHIO,WINTER WHEAT,ACRES HARVESTED,570000
2014,OHIO,WINTER WHEAT,ACRES HARVESTED,570000
2014,OHIO,WINTER WHEAT,ACRES HARVESTED,580000
2013,OHIO,WINTER WHEAT,ACRES HARVESTED,640000
2013,OHIO,WINTER WHEAT,ACRES HARVESTED,680000
2013,OHIO,WINTER WHEAT,ACRES HARVESTED,680000
2013,OHIO,WINTER WHEAT,ACRES HARVESTED,600000
2013,OHIO,WINTER WHEAT,ACRES HARVESTED,600000
2012,OHIO,WINTER WHEAT,ACRES HARVESTED,450000
2012,OHIO,WINTER WHEAT,ACRES HARVESTED,525000
2012,OHIO,WINTER WHEAT,ACRES HARVESTED,525000
2012,OHIO,WINTER WHEAT,ACRES HARVESTED,525000
2012,OHIO,WINTER WHEAT,ACRES HARVESTED,530000
2011,OHIO,WINTER WHEAT,ACRES HARVESTED,850000
2010,OHIO,WINTER WHEAT,ACRES HARVESTED,700000
2009,OHIO,WINTER WHEAT,ACRES HARVESTED,950000
2008,OHIO,WINTER WHEAT,ACRES HARVESTED,1090000
2007,OHIO,WINTER WHEAT,ACRES HARVESTED,730000
2006,OHIO,WINTER WHEAT,ACRES HARVESTED,960000
2005,OHIO,WINTER WHEAT,ACRES HARVESTED,830000
2004,OHIO,WINTER WHEAT,ACRES HARVESTED,890000
2003,OHIO,WINTER WHEAT,ACRES HARVESTED,1000000
2002,OHIO,WINTER WHEAT,ACRES HARVESTED,810000
2001,OHIO,WINTER WHEAT,ACRES HARVESTED,900000
2000,OHIO,WINTER WHEAT,ACRES HARVESTED,1110000
2015,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3800000
2015,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3700000
2015,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3700000
2015,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3700000
2015,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4100000
2014,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,2800000
2014,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3000000
2014,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3000000
2014,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3000000
2014,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3300000
2013,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3400000
2013,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3500000
2013,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3500000
2013,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3800000
2013,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3800000
2012,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4300000
2012,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4200000
2012,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4200000
2012,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4200000
2012,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4300000
2011,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3200000
2010,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3850000
2009,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3400000
2008,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4600000
2007,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3500000
2006,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3400000
2005,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4000000
2004,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4700000
2003,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4600000
2002,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3700000
2001,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,3700000
2000,OKLAHOMA,WINTER WHEAT,ACRES HARVESTED,4200000
2015,OREGON,WINTER WHEAT,ACRES HARVESTED,735000
2015,OREGON,WINTER WHEAT,ACRES HARVESTED,760000
2015,OREGON,WINTER WHEAT,ACRES HARVESTED,760000
2015,OREGON,WINTER WHEAT,ACRES HARVESTED,760000
2015,OREGON,WINTER WHEAT,ACRES HARVESTED,745000
2014,OREGON,WINTER WHEAT,ACRES HARVESTED,740000
2014,OREGON,WINTER WHEAT,ACRES HARVESTED,720000
2014,OREGON,WINTER WHEAT,ACRES HARVESTED,720000
2014,OREGON,WINTER WHEAT,ACRES HARVESTED,720000
2014,OREGON,WINTER WHEAT,ACRES HARVESTED,725000
2013,OREGON,WINTER WHEAT,ACRES HARVESTED,780000
2013,OREGON,WINTER WHEAT,ACRES HARVESTED,800000
2013,OREGON,WINTER WHEAT,ACRES HARVESTED,800000
2013,OREGON,WINTER WHEAT,ACRES HARVESTED,790000
2013,OREGON,WINTER WHEAT,ACRES HARVESTED,790000
2012,OREGON,WINTER WHEAT,ACRES HARVESTED,785000
2012,OREGON,WINTER WHEAT,ACRES HARVESTED,780000
2012,OREGON,WINTER WHEAT,ACRES HARVESTED,780000
2012,OREGON,WINTER WHEAT,ACRES HARVESTED,780000
2012,OREGON,WINTER WHEAT,ACRES HARVESTED,775000
2011,OREGON,WINTER WHEAT,ACRES HARVESTED,845000
2010,OREGON,WINTER WHEAT,ACRES HARVESTED,790000
2009,OREGON,WINTER WHEAT,ACRES HARVESTED,790000
2008,OREGON,WINTER WHEAT,ACRES HARVESTED,765000
2007,OREGON,WINTER WHEAT,ACRES HARVESTED,720000
2006,OREGON,WINTER WHEAT,ACRES HARVESTED,720000
2005,OREGON,WINTER WHEAT,ACRES HARVESTED,765000
2004,OREGON,WINTER WHEAT,ACRES HARVESTED,750000
2003,OREGON,WINTER WHEAT,ACRES HARVESTED,940000
2002,OREGON,WINTER WHEAT,ACRES HARVESTED,710000
2001,OREGON,WINTER WHEAT,ACRES HARVESTED,700000
2000,OREGON,WINTER WHEAT,ACRES HARVESTED,730000
2015,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,0
2015,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,981000
2015,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,981000
2015,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,818000
2015,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,818000
2014,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,0
2014,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,959000
2014,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,959000
2014,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,887000
2014,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,887000
2013,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1060000
2013,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1060000
2013,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1004000
2013,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1004000
2012,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1043000
2012,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1043000
2012,OTHER STATES,WINTER WHEAT,ACRES HARVESTED,1135000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,175000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2015,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,160000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,165000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,165000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,165000
2014,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,160000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,155000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,175000
2013,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,175000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,135000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2012,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2011,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,170000
2010,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,130000
2009,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2008,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,185000
2007,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,155000
2006,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,150000
2005,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,145000
2004,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,135000
2003,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,165000
2002,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,185000
2001,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,160000
2000,PENNSYLVANIA,WINTER WHEAT,ACRES HARVESTED,195000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,160000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,170000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,170000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,170000
2015,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,170000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,220000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,220000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,220000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,220000
2014,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,210000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,265000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,245000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,245000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,230000
2013,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,230000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,220000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,235000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,235000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,235000
2012,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,235000
2011,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,180000
2010,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,120000
2009,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,160000
2008,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,215000
2007,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,135000
2006,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,123000
2005,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,165000
2004,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,180000
2003,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,185000
2002,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,170000
2001,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,210000
2000,SOUTH CAROLINA,WINTER WHEAT,ACRES HARVESTED,195000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,970000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,960000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,960000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,960000
2015,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1100000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1080000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1170000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1170000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1170000
2014,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1090000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,670000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,650000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,650000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,900000
2013,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,900000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1210000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1300000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1300000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1300000
2012,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1300000
2011,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1590000
2010,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1300000
2009,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1580000
2008,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1890000
2007,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1980000
2006,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1150000
2005,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1490000
2004,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1250000
2003,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1430000
2002,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,670000
2001,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,370000
2000,SOUTH DAKOTA,WINTER WHEAT,ACRES HARVESTED,1280000
2015,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,395000
2015,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,410000
2015,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,410000
2015,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,410000
2015,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,410000
2014,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,475000
2014,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,480000
2014,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,480000
2014,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,480000
2014,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,500000
2013,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,575000
2013,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,490000
2013,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,490000
2013,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,470000
2013,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,470000
2012,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,330000
2012,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,350000
2012,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,350000
2012,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,350000
2012,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,360000
2011,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,305000
2010,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,155000
2009,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,325000
2008,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,530000
2007,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,260000
2006,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,190000
2005,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,150000
2004,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,280000
2003,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,270000
2002,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,300000
2001,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,340000
2000,TENNESSEE,WINTER WHEAT,ACRES HARVESTED,380000
2015,TEXAS,WINTER WHEAT,ACRES HARVESTED,3550000
2015,TEXAS,WINTER WHEAT,ACRES HARVESTED,3600000
2015,TEXAS,WINTER WHEAT,ACRES HARVESTED,3600000
2015,TEXAS,WINTER WHEAT,ACRES HARVESTED,3600000
2015,TEXAS,WINTER WHEAT,ACRES HARVESTED,3750000
2014,TEXAS,WINTER WHEAT,ACRES HARVESTED,2250000
2014,TEXAS,WINTER WHEAT,ACRES HARVESTED,2200000
2014,TEXAS,WINTER WHEAT,ACRES HARVESTED,2200000
2014,TEXAS,WINTER WHEAT,ACRES HARVESTED,2200000
2014,TEXAS,WINTER WHEAT,ACRES HARVESTED,1900000
2013,TEXAS,WINTER WHEAT,ACRES HARVESTED,2350000
2013,TEXAS,WINTER WHEAT,ACRES HARVESTED,2000000
2013,TEXAS,WINTER WHEAT,ACRES HARVESTED,2000000
2013,TEXAS,WINTER WHEAT,ACRES HARVESTED,2000000
2013,TEXAS,WINTER WHEAT,ACRES HARVESTED,2000000
2012,TEXAS,WINTER WHEAT,ACRES HARVESTED,2900000
2012,TEXAS,WINTER WHEAT,ACRES HARVESTED,2950000
2012,TEXAS,WINTER WHEAT,ACRES HARVESTED,2950000
2012,TEXAS,WINTER WHEAT,ACRES HARVESTED,2950000
2012,TEXAS,WINTER WHEAT,ACRES HARVESTED,3350000
2011,TEXAS,WINTER WHEAT,ACRES HARVESTED,1900000
2010,TEXAS,WINTER WHEAT,ACRES HARVESTED,3750000
2009,TEXAS,WINTER WHEAT,ACRES HARVESTED,2450000
2008,TEXAS,WINTER WHEAT,ACRES HARVESTED,3300000
2007,TEXAS,WINTER WHEAT,ACRES HARVESTED,3800000
2006,TEXAS,WINTER WHEAT,ACRES HARVESTED,1400000
2005,TEXAS,WINTER WHEAT,ACRES HARVESTED,3000000
2004,TEXAS,WINTER WHEAT,ACRES HARVESTED,3500000
2003,TEXAS,WINTER WHEAT,ACRES HARVESTED,3450000
2002,TEXAS,WINTER WHEAT,ACRES HARVESTED,2700000
2001,TEXAS,WINTER WHEAT,ACRES HARVESTED,3200000
2000,TEXAS,WINTER WHEAT,ACRES HARVESTED,2200000
2015,UTAH,WINTER WHEAT,ACRES HARVESTED,110000
2015,UTAH,WINTER WHEAT,ACRES HARVESTED,110000
2014,UTAH,WINTER WHEAT,ACRES HARVESTED,109000
2014,UTAH,WINTER WHEAT,ACRES HARVESTED,120000
2013,UTAH,WINTER WHEAT,ACRES HARVESTED,110000
2012,UTAH,WINTER WHEAT,ACRES HARVESTED,109000
2012,UTAH,WINTER WHEAT,ACRES HARVESTED,126000
2011,UTAH,WINTER WHEAT,ACRES HARVESTED,124000
2010,UTAH,WINTER WHEAT,ACRES HARVESTED,118000
2009,UTAH,WINTER WHEAT,ACRES HARVESTED,135000
2008,UTAH,WINTER WHEAT,ACRES HARVESTED,120000
2007,UTAH,WINTER WHEAT,ACRES HARVESTED,125000
2006,UTAH,WINTER WHEAT,ACRES HARVESTED,125000
2005,UTAH,WINTER WHEAT,ACRES HARVESTED,135000
2004,UTAH,WINTER WHEAT,ACRES HARVESTED,120000
2003,UTAH,WINTER WHEAT,ACRES HARVESTED,125000
2002,UTAH,WINTER WHEAT,ACRES HARVESTED,100000
2001,UTAH,WINTER WHEAT,ACRES HARVESTED,125000
2000,UTAH,WINTER WHEAT,ACRES HARVESTED,145000
2015,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,210000
2015,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,225000
2015,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,225000
2015,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,225000
2015,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,225000
2014,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,260000
2014,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,265000
2014,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,265000
2014,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,265000
2014,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,265000
2013,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,290000
2013,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,290000
2013,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,290000
2013,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,270000
2013,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,270000
2012,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,240000
2012,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,270000
2012,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,270000
2012,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,270000
2012,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,290000
2011,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,240000
2010,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,150000
2009,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,220000
2008,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,290000
2007,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,205000
2006,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,155000
2005,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,160000
2004,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,180000
2003,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,160000
2002,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,170000
2001,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,170000
2000,VIRGINIA,WINTER WHEAT,ACRES HARVESTED,205000
2015,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1590000
2015,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1690000
2015,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1690000
2015,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1690000
2015,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1680000
2014,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1640000
2014,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1620000
2014,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1620000
2014,WASHINGTON,WINTER WHEAT,ACRES HARVESTED,1620000
